Correlation id,Operation name,Status,Level,Time,Subscription,Event initiated by,Resource type,Resource group,Resource
"87666476-40da-4b9d-b65e-cee797e48676","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:32:55 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"e0b74d21-ca98-40c5-a438-b1fa777b5a87","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:32:45 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"d2cf3307-da6d-48f9-9e6e-b061101cde3d","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:32:34 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"02151f5f-57d3-440e-aa79-3aa0d81f4665","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:30:40 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"7acda611-95ee-46fb-8f0c-2ae52c17f130","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:30:40 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"3e633c62-fcad-4ed5-a8e7-4e78c25c2f7c","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:30:40 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"7842102b-5a5e-4667-ba58-a67de7f83674","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:30:40 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
"46f5b85e-80ea-452a-b4d1-41a35130a201","Microsoft.Storage/storageAccounts/listKeys/action","Succeeded","Informational","12/29/2016 11:02:30 AM","e678a72c-f502-4d57-9066-b6ac1a8dda26","","Microsoft.Storage/storageAccounts","nnr_iot_resource_group","/subscriptions/e678a72c-f502-4d57-9066-b6ac1a8dda26/resourceGroups/nnr_iot_resource_group/providers/Microsoft.Storage/storageAccounts/nnriothubstorage"
